,0,1,2,3
0,-0.02508676323904377,0.6742144834977872,-0.1457003634951822,0.7606643067121317
1,-0.910221175846458,-0.4859099696456894,-0.6336173104804619,1.0897910434764266
2,0.7060283485078802,0.7945929905865631,-1.2515994102012549,0.2792910435897273
3,-0.22542631047770206,1.2493581804591443,0.9032657232439615,-2.84447628828069
4,0.22610221641923714,0.3541242285240623,0.9199595552437613,-0.126640062998641
5,-0.6630281259454935,1.2783701107242809,-0.39210288977526464,-0.7623656711061327
6,0.4089183822101987,0.5390190964925191,-0.46144710350006074,-0.3017529888601946
7,0.4955758979043331,-0.6515636604291561,1.0076214378081465,-0.7168468886151365
8,2.9733104083267192,0.8356007395341501,1.130174359849552,1.3004731962650453
9,-0.018614953848590514,-0.9144543878579953,-0.00771567814360224,0.7166413910051997
