,0,1,2,3
0,0.3893044839420121,-0.6599865818352934,0.2850569775267168,-0.34308106477476513
1,1.532466885805596,-1.6165600034099183,-0.22952670959193944,0.6871424386516743
2,1.029509325102045,-0.6902696496827535,0.34234974815257996,0.49406327011785195
3,0.15743681317972627,0.8399331636708546,-0.12962668141890632,1.2047708449670467
4,0.7320202700830467,-0.4218676558915369,-0.5142579354913092,-0.9409816174499847
5,0.3936007592224077,-0.36449822846185126,-1.9332044981919556,1.198046529423619
6,-0.31065596222943653,0.13464855250165864,1.2392143063052343,-0.48984496474450473
7,-1.5106185771824319,-1.3536619032906365,1.0129533478943846,1.5312039543963913
8,-0.4570988834528713,0.44543592201558924,0.8543207845114098,0.9557114347427492
9,0.5520702743579701,1.795697731583733,0.9629837978062032,-0.423824156549347
